,neg_elbo,entropy,log_prior,recon
0,530954.94,-12633.629,-543588.56,-519516.84
1,451766.1,-9800.046,-461566.12,-440766.44
2,407234.16,-7159.509,-414393.66,-396656.12
3,354913.16,-3972.0867,-358885.25,-344340.78
4,330807.44,-1680.1996,-332487.62,-320539.22
5,302838.16,1088.6538,-301749.5,-292777.25
6,285246.56,3484.1052,-281762.47,-275337.7
7,270448.53,5558.5806,-264889.94,-260490.03
8,257025.77,8256.686,-248769.08,-247346.55
9,250257.88,10744.196,-239513.67,-240608.42
10,242085.83,13047.043,-229038.78,-232369.9
11,233956.2,15637.27,-218318.94,-224084.03
12,232407.11,17367.723,-215039.39,-222651.4
13,227918.62,19868.4,-208050.22,-218275.25
14,223667.23,21965.559,-201701.67,-213744.14
15,220117.92,24015.2,-196102.72,-210013.56
16,217508.17,25597.447,-191910.72,-207440.52
17,216741.47,27619.908,-189121.56,-206386.28
18,215894.34,29326.488,-186567.86,-205525.31
19,212969.8,30092.156,-182877.64,-202437.08
20,213059.55,31933.084,-181126.47,-202330.38
21,211437.52,33806.234,-177631.28,-200412.56
22,210757.78,34246.28,-176511.5,-199710.31
23,210093.75,36188.32,-173905.42,-198895.19
24,209809.69,35885.176,-173924.52,-198720.02
25,208541.9,37916.27,-170625.64,-197092.92
26,208651.86,39163.52,-169488.34,-197024.36
27,208208.72,40499.785,-167708.94,-196372.36
28,208099.05,40747.293,-167351.75,-196139.03
29,207723.19,41533.906,-166189.28,-195665.2
30,207702.95,41893.957,-165809.0,-195596.17
31,207518.36,42357.73,-165160.62,-195444.78
32,207856.12,43182.77,-164673.36,-195579.2
33,205642.56,43272.664,-162369.9,-193384.11
34,205612.44,44354.652,-161257.78,-193247.44
35,206308.33,44776.082,-161532.25,-193805.58
36,205921.9,44265.18,-161656.73,-193380.98
37,205444.38,44858.82,-160585.55,-192874.44
38,205738.62,45280.562,-160458.06,-193058.33
39,204927.27,45296.14,-159631.12,-192238.78
40,204805.56,44985.125,-159820.44,-192045.92
41,205463.14,45343.78,-160119.36,-192697.22
42,204802.94,44763.07,-160039.86,-192180.9
43,203813.62,45757.94,-158055.69,-190881.58
44,204445.34,44517.117,-159928.22,-191781.47
45,204266.75,44764.62,-159502.12,-191414.89
46,204009.39,43833.547,-160175.84,-191239.33
47,203703.22,44159.06,-159544.16,-190961.45
48,204153.47,44392.395,-159761.08,-191447.44
49,204102.78,44690.47,-159412.31,-191239.94
50,204410.6,44131.832,-160278.77,-191673.94
51,203438.1,43881.664,-159556.42,-190614.56
52,204108.89,44040.426,-160068.47,-191216.77
53,204123.73,43450.723,-160673.02,-191410.31
54,203497.48,43676.8,-159820.69,-190667.6
55,203711.83,43004.08,-160707.75,-190953.78
56,204518.7,42941.344,-161577.36,-191892.19
57,203503.02,42931.11,-160571.9,-190725.86
58,203173.34,42560.707,-160612.64,-190397.53
59,202974.64,42508.105,-160466.53,-190042.58
60,203006.34,43309.78,-159696.56,-190099.45
61,202962.81,42646.402,-160316.4,-189893.48
62,202512.88,42726.914,-159785.97,-189487.34
63,202933.22,41728.504,-161204.72,-190206.14
64,202795.1,42129.562,-160665.53,-189990.69
65,202906.45,42162.426,-160744.03,-189994.16
66,202591.52,41285.875,-161305.64,-189738.44
67,202607.9,41354.375,-161253.53,-189788.67
68,202785.11,41067.81,-161717.3,-189972.23
69,202710.64,40392.965,-162317.67,-190118.17
70,202490.8,40676.887,-161813.9,-189713.0
71,202759.06,40900.57,-161858.5,-190059.58
72,202502.97,40638.258,-161864.72,-189723.0
73,202454.34,39585.53,-162868.81,-189825.61
74,202357.3,39582.246,-162775.05,-189652.7
75,202192.84,40214.664,-161978.19,-189338.77
76,202072.02,40451.69,-161620.33,-189223.14
77,202801.77,39066.45,-163735.31,-190187.06
78,201809.19,39704.375,-162104.81,-189108.92
79,202587.75,38992.523,-163595.22,-190021.58
80,202576.33,39359.297,-163217.03,-189866.11
81,201924.77,38856.543,-163068.22,-189128.5
82,201830.62,38763.645,-163066.98,-189057.92
83,202479.58,39450.36,-163029.22,-189739.03
84,202346.06,39245.27,-163100.8,-189597.3
85,201597.84,38345.96,-163251.88,-188994.44
86,201959.03,38870.37,-163088.66,-189147.86
87,201360.62,39476.68,-161883.94,-188464.39
88,201482.52,39156.473,-162326.05,-188595.48
89,201887.83,38373.605,-163514.22,-189310.06
90,201144.0,38640.02,-162503.98,-188273.44
91,200966.61,38508.145,-162458.47,-188177.12
92,201813.2,38267.074,-163546.12,-189050.64
93,201793.5,39164.6,-162628.89,-189052.1
94,202012.48,39538.855,-162473.62,-189154.67
95,201637.73,38878.09,-162759.64,-188932.53
96,201338.44,38186.97,-163151.47,-188624.31
97,200849.67,38292.473,-162557.2,-188068.34
98,201659.28,38039.344,-163619.94,-188964.31
99,201851.0,37981.32,-163869.69,-189258.31
100,201519.53,39082.21,-162437.33,-188668.89
101,200752.25,38711.79,-162040.47,-187934.83
102,200843.73,38203.395,-162640.34,-188026.84
103,201075.38,38905.965,-162169.4,-188207.42
104,200625.34,38828.61,-161796.73,-187653.83
105,201109.97,37890.65,-163219.33,-188403.92
106,201273.38,38274.76,-162998.61,-188452.81
107,201053.08,38056.64,-162996.44,-188229.58
108,201005.47,38671.348,-162334.12,-188150.66
109,200873.34,38508.723,-162364.62,-188060.5
110,200755.6,38147.8,-162607.8,-187854.25
111,200709.48,38492.95,-162216.53,-187859.92
112,200085.55,38087.613,-161997.94,-187251.33
113,200462.16,38527.492,-161934.66,-187307.16
114,199812.36,38123.64,-161688.72,-186813.4
115,199960.4,38183.355,-161777.05,-187075.0
116,201114.94,38066.33,-163048.61,-188311.5
117,200523.2,38433.605,-162089.6,-187508.11
118,200913.58,38697.215,-162216.36,-187886.05
119,199895.47,38671.457,-161224.02,-186901.2
120,200639.53,37854.7,-162784.83,-187758.48
121,200597.48,38167.434,-162430.05,-187730.89
122,200425.64,37942.434,-162483.2,-187462.03
123,200235.62,38997.79,-161237.83,-187136.44
124,199855.83,38923.676,-160932.16,-186800.02
125,200124.4,38063.52,-162060.89,-187131.61
126,200369.38,38332.375,-162037.0,-187317.47
127,199650.48,38418.16,-161232.33,-186512.88
128,199809.5,38384.465,-161425.03,-186832.89
129,199802.23,39089.766,-160712.47,-186559.31
130,199895.84,37728.35,-162167.48,-186879.72
131,199942.28,38252.996,-161689.28,-186947.14
132,199518.72,38789.414,-160729.31,-186425.19
133,199291.81,38885.383,-160406.44,-186252.28
134,199875.53,38447.41,-161428.12,-186873.9
135,199618.56,39120.02,-160498.55,-186461.72
136,199675.69,38997.69,-160678.0,-186547.17
137,199519.8,39423.223,-160096.58,-186219.94
138,199171.25,39001.164,-160170.08,-186008.2
139,199204.56,38929.965,-160274.6,-185967.84
140,199487.56,38895.75,-160591.81,-186267.77
141,199359.88,39570.46,-159789.4,-186046.05
142,198338.25,38821.445,-159516.81,-185071.47
143,199383.02,39616.44,-159766.58,-186119.69
144,198956.75,39540.6,-159416.14,-185587.81
145,198868.16,39090.21,-159777.94,-185694.06
146,198302.47,39883.945,-158418.53,-184910.84
147,199154.84,38948.977,-160205.86,-185838.94
148,198803.78,39328.008,-159475.77,-185407.55
149,198787.23,39341.637,-159445.6,-185483.83
150,198367.9,39531.56,-158836.34,-185015.7
151,198471.45,39925.562,-158545.89,-185004.6
152,197776.94,40219.1,-157557.84,-184226.69
153,198340.67,39883.89,-158456.78,-184902.02
154,198574.47,39341.4,-159233.06,-185216.7
155,197888.33,40162.76,-157725.56,-184414.67
156,198367.94,39588.523,-158779.4,-184918.02
157,198223.3,40097.02,-158126.28,-184656.44
158,197665.11,40404.035,-157261.08,-184235.56
159,198138.83,39834.863,-158303.97,-184597.56
160,197780.7,40156.41,-157624.3,-184241.33
161,198180.94,40631.38,-157549.56,-184536.67
162,197549.9,40451.625,-157098.28,-183853.9
163,197825.7,41096.86,-156728.84,-184099.0
164,198391.38,39429.39,-158961.98,-184969.55
165,197525.72,40145.086,-157380.62,-183885.88
166,197894.58,40780.0,-157114.58,-184181.62
167,197437.27,41119.19,-156318.08,-183655.45
168,196961.22,41954.703,-155006.52,-183037.28
169,197684.14,40834.22,-156849.92,-183990.6
170,197368.78,41104.008,-156264.78,-183644.03
171,197029.84,40834.18,-156195.67,-183365.31
172,197393.77,41912.152,-155481.61,-183562.89
173,197354.61,42216.797,-155137.81,-183512.84
174,197395.38,40823.785,-156571.6,-183758.66
175,197127.9,41634.91,-155493.0,-183348.81
176,196668.72,41927.723,-154741.0,-182846.44
177,196903.2,41417.098,-155486.11,-183065.75
178,196894.25,42176.316,-154717.94,-182947.11
179,197158.5,41810.406,-155348.1,-183376.92
180,197266.52,41936.934,-155329.58,-183313.23
181,196715.72,41393.633,-155322.1,-182772.11
182,196927.94,41830.035,-155097.9,-183025.62
183,196971.8,42538.215,-154433.58,-182916.75
184,197360.75,42042.164,-155318.6,-183421.62
185,196536.44,41968.273,-154568.16,-182403.67
186,196258.22,42332.133,-153926.08,-182267.53
187,196813.78,42069.31,-154744.47,-182828.28
188,196885.12,42529.074,-154356.05,-182703.88
189,196291.55,41855.42,-154436.12,-182203.36
190,196124.5,42066.227,-154058.28,-182025.12
191,196313.75,42113.055,-154200.7,-182289.23
192,196479.36,42238.223,-154241.14,-182383.4
193,196586.6,42411.125,-154175.47,-182366.97
194,196324.73,42560.605,-153764.12,-182069.66
195,195727.62,43090.93,-152636.69,-181439.38
196,195989.52,43227.645,-152761.88,-181716.72
197,196006.1,42918.992,-153087.11,-181741.83
198,195921.78,42356.492,-153565.28,-181714.78
199,196044.05,42889.64,-153154.4,-181826.4
200,196684.12,43231.977,-153452.16,-182408.97
201,195968.95,43255.23,-152713.72,-181830.69
202,195194.83,43291.875,-151902.95,-180664.22
203,195361.16,42943.492,-152417.66,-181162.1
204,195668.81,43471.086,-152197.72,-181321.89
205,195544.66,43562.258,-151982.4,-181222.34
206,195722.84,42854.633,-152868.22,-181318.28
207,195630.47,43799.875,-151830.6,-181048.89
208,195163.8,43775.547,-151388.25,-180529.14
209,195547.77,44457.113,-151090.66,-180979.06
210,195642.94,43712.89,-151930.05,-181197.78
211,195064.72,44861.62,-150203.1,-180446.62
212,195958.28,43911.93,-152046.36,-181578.22
213,195871.72,44271.137,-151600.58,-181236.28
214,195463.75,43321.74,-152142.02,-180894.84
215,195009.75,44295.46,-150714.28,-180314.55
216,194665.5,44814.832,-149850.67,-179888.89
217,194869.77,44119.434,-150750.33,-180234.28
218,195152.31,44174.16,-150978.16,-180549.27
219,195894.69,44327.28,-151567.4,-181193.75
220,194614.36,44563.94,-150050.42,-179892.84
221,194772.84,44770.15,-150002.69,-179899.19
222,195326.12,43890.133,-151435.98,-180884.78
223,194568.36,45152.83,-149415.53,-179681.22
224,195083.5,44295.812,-150787.69,-180413.9
225,194277.03,44328.63,-149948.4,-179630.25
226,194878.06,44331.93,-150546.14,-180317.0
227,194715.23,45226.62,-149488.61,-179953.23
228,195022.78,45004.996,-150017.78,-180137.4
229,194456.38,44535.977,-149920.4,-179748.66
230,194370.38,44686.723,-149683.66,-179628.97
231,194241.45,45150.594,-149090.86,-179247.7
232,194370.56,45431.152,-148939.4,-179415.55
233,194587.73,44986.77,-149600.97,-179673.55
234,194641.14,44672.746,-149968.39,-179978.88
235,194408.45,45253.08,-149155.38,-179559.19
236,194168.6,45687.785,-148480.81,-179210.53
237,194596.48,44492.67,-150103.81,-179717.61
238,195074.06,46089.43,-148984.64,-180077.88
239,194288.84,45046.195,-149242.64,-179530.06
240,193767.17,45692.27,-148074.9,-178665.17
241,193960.1,45369.01,-148591.08,-178955.34
242,194653.02,46102.63,-148550.39,-179684.45
243,194345.1,45260.355,-149084.73,-179330.94
244,193761.22,45498.152,-148263.06,-178605.45
245,194137.47,46259.0,-147878.47,-179174.56
246,194388.67,45917.887,-148470.78,-179323.8
247,193550.17,46508.035,-147042.14,-178403.55
248,193914.19,46183.37,-147730.81,-178738.25
249,193518.81,47049.906,-146468.9,-178257.77
250,193941.28,46150.65,-147790.62,-178786.81
251,193785.36,45950.203,-147835.16,-178620.4
252,193799.84,46246.723,-147553.12,-178625.36
253,194267.42,45898.61,-148368.81,-179185.95
254,194041.22,46748.67,-147292.55,-178756.5
255,193808.75,45510.25,-148298.5,-178816.84
256,194183.52,46234.754,-147948.77,-179189.17
257,193706.31,45996.07,-147710.25,-178499.88
258,193350.89,47006.51,-146344.38,-178018.92
259,194075.55,46970.387,-147105.16,-178745.27
260,193738.81,46754.45,-146984.36,-178294.73
261,193563.56,46111.055,-147452.5,-178367.06
262,193869.89,47342.297,-146527.6,-178484.39
263,193751.69,46320.99,-147430.7,-178416.56
264,193483.98,46130.645,-147353.34,-178223.23
265,193457.47,45941.996,-147515.47,-178134.56
266,193515.97,46155.523,-147360.45,-178290.52
267,192993.73,46699.86,-146293.88,-177592.97
268,192904.67,46537.688,-146366.98,-177511.69
269,193685.81,46826.33,-146859.48,-178242.0
270,193528.73,46862.176,-146666.56,-178188.53
271,192769.0,46839.656,-145929.34,-177282.97
272,193607.62,47194.87,-146412.75,-178172.78
273,193375.97,46906.605,-146469.36,-177852.22
274,193289.58,46007.465,-147282.11,-177912.72
275,193514.5,45909.598,-147604.9,-178196.22
276,192895.17,46110.02,-146785.16,-177480.88
277,193067.2,46773.668,-146293.53,-177691.48
278,192938.0,46769.477,-146168.53,-177595.28
279,192811.28,47566.645,-145244.64,-177045.77
280,192782.95,47115.19,-145667.77,-177135.12
281,192346.6,47644.85,-144701.73,-176724.94
282,192834.22,46903.25,-145930.97,-177139.97
283,192830.31,46661.934,-146168.38,-177347.08
284,193127.31,46878.184,-146249.12,-177531.86
285,193206.6,46195.695,-147010.89,-177914.0
286,193403.88,47045.484,-146358.39,-177841.44
287,193443.4,47610.305,-145833.1,-177884.34
288,192762.0,46408.28,-146353.72,-177155.16
289,192483.02,47156.81,-145326.2,-176858.16
290,192759.33,47494.984,-145264.34,-176966.05
291,192511.52,47546.45,-144965.06,-176812.08
292,192584.0,47316.023,-145267.97,-176755.06
293,192936.66,47621.28,-145315.38,-177345.69
294,192442.05,47838.973,-144603.08,-176675.38
295,192399.62,47182.465,-145217.16,-176582.39
296,192638.97,47396.97,-145242.0,-176946.08
297,192639.33,47883.05,-144756.28,-176868.34
298,192868.25,46927.13,-145941.12,-177237.56
299,192952.22,47033.203,-145919.02,-177180.52
300,192180.14,47683.688,-144496.45,-176337.27
301,192175.66,47510.68,-144664.97,-176291.45
302,192917.4,46857.51,-146059.89,-177340.83
303,192316.19,47880.793,-144435.39,-176375.73
304,191956.06,46675.242,-145280.83,-176150.95
305,192434.84,48170.2,-144264.64,-176559.61
306,192487.36,47573.824,-144913.53,-176597.08
307,192378.6,46931.65,-145446.95,-176557.0
308,192325.2,47781.895,-144543.31,-176263.62
309,192094.02,47750.418,-144343.6,-176120.45
310,192029.11,47769.598,-144259.52,-176083.64
311,192804.6,47606.086,-145198.5,-177086.06
312,192036.16,48699.402,-143336.75,-175965.75
313,191702.11,47653.72,-144048.39,-175909.06
314,192219.94,47696.473,-144523.47,-176305.8
315,192202.42,47516.84,-144685.58,-176402.88
316,192725.62,47454.9,-145270.73,-176941.62
317,192653.2,47156.74,-145496.47,-176938.06
318,192774.89,47318.812,-145456.08,-176992.47
319,192381.6,47649.312,-144732.28,-176302.17
320,192696.05,47754.848,-144941.2,-176812.64
321,191972.4,47918.254,-144054.16,-176004.22
322,192102.89,48034.035,-144068.86,-176083.08
323,191580.66,47270.086,-144310.56,-175492.39
324,192470.73,48035.465,-144435.27,-176419.45
325,191934.81,48225.617,-143709.19,-175885.78
326,192336.34,48215.848,-144120.5,-176170.14
327,191630.47,46695.08,-144935.39,-175676.75
328,192170.67,48135.03,-144035.64,-176056.56
329,191710.78,48564.6,-143146.17,-175554.72
330,191928.67,48337.457,-143591.22,-175877.66
331,191645.7,48115.797,-143529.9,-175530.6
332,192488.3,47631.297,-144857.0,-176611.62
333,191845.53,48166.395,-143679.14,-175820.36
334,191995.88,47588.004,-144407.88,-176073.22
335,191938.4,47619.723,-144318.69,-175881.44
336,192278.16,47640.523,-144637.62,-176275.16
337,191533.81,47799.164,-143734.66,-175433.48
338,192257.08,47882.49,-144374.6,-176166.28
339,191988.53,48451.85,-143536.67,-175828.44
340,191905.97,47814.04,-144091.92,-175637.83
341,191859.61,48013.66,-143845.95,-175609.78
342,191372.06,47040.895,-144331.17,-175518.36
343,191436.6,47894.707,-143541.89,-175199.64
344,191120.4,48559.59,-142560.81,-174828.83
345,191294.38,47286.13,-144008.25,-175205.52
346,191664.16,47740.07,-143924.1,-175574.9
347,191515.64,47907.785,-143607.86,-175287.62
348,191539.39,48303.113,-143236.28,-175319.34
349,191878.56,47961.773,-143916.78,-175640.06
350,192007.62,48190.66,-143816.97,-175973.27
351,191539.98,48523.395,-143016.6,-175310.97
352,191665.12,48238.94,-143426.19,-175282.92
353,191175.28,48564.215,-142611.06,-174799.61
354,191723.75,48092.098,-143631.66,-175568.61
355,191544.7,47723.99,-143820.72,-175375.12
356,192159.36,48770.957,-143388.4,-175938.47
357,191284.81,47649.664,-143635.14,-175037.23
358,191117.1,47667.805,-143449.28,-174785.39
359,191015.92,48180.453,-142835.47,-174725.34
360,191194.75,48117.6,-143077.16,-174873.3
361,191059.9,48928.117,-142131.78,-174801.5
362,190656.97,48600.242,-142056.73,-174140.45
363,191328.03,48695.13,-142632.9,-174854.98
364,191835.39,47915.355,-143920.03,-175420.31
365,191597.44,49568.664,-142028.78,-174924.62
366,191132.95,49092.27,-142040.69,-174584.9
367,191313.38,47206.59,-144106.78,-175179.72
368,191082.81,48231.1,-142851.72,-174550.17
369,191273.22,48724.875,-142548.34,-174880.81
370,191221.53,48461.176,-142760.36,-174656.25
371,191309.06,49248.254,-142060.81,-174697.0
372,190857.28,48396.71,-142460.56,-174395.89
373,190909.55,48582.066,-142327.48,-174346.98
374,190621.88,48716.49,-141905.39,-174179.39
375,191465.02,48914.918,-142550.1,-175004.03
376,191086.16,48327.438,-142758.72,-174603.92
377,190786.47,48813.43,-141973.03,-174245.94
378,190837.47,48459.477,-142378.0,-174217.86
379,190973.14,48660.074,-142313.06,-174381.56
380,191160.53,48429.633,-142730.89,-174664.97
381,190488.05,48241.36,-142246.69,-173904.69
382,190951.05,48933.02,-142018.03,-174340.38
383,191041.1,48843.5,-142197.6,-174408.97
384,190625.27,48695.355,-141929.9,-174017.6
385,190484.75,47958.15,-142526.6,-173977.12
386,190882.84,49067.074,-141815.77,-174358.95
387,190645.05,48930.254,-141714.8,-174046.14
388,191230.78,49100.46,-142130.31,-174663.48
389,191053.12,48809.977,-142243.14,-174504.9
390,190567.12,49091.37,-141475.75,-173769.11
391,190604.75,48823.824,-141780.92,-173839.5
392,190314.25,48771.82,-141542.44,-173654.31
393,191125.81,47819.57,-143306.25,-174560.77
394,190653.4,48303.234,-142350.17,-174076.97
395,190838.84,48698.1,-142140.75,-174344.03
396,190799.34,48677.32,-142122.02,-174143.69
397,190899.81,48074.164,-142825.64,-174385.45
398,190793.34,48432.164,-142361.19,-174152.47
399,190947.47,47974.47,-142973.0,-174356.53
400,190474.03,49140.79,-141333.25,-173634.86
401,190818.66,48743.273,-142075.38,-174162.27
402,190798.62,48130.492,-142668.12,-174374.72
403,190940.62,47600.496,-143340.12,-174498.8
404,190331.08,48609.504,-141721.58,-173713.36
405,190515.06,48475.953,-142039.11,-173869.86
406,190549.08,47922.09,-142626.98,-174043.66
407,190189.61,49554.344,-140635.27,-173341.3
408,190642.34,49468.016,-141174.33,-173811.3
409,190402.6,48344.01,-142058.58,-173772.66
410,191552.02,48758.473,-142793.55,-174810.94
411,190301.22,47990.2,-142311.02,-173544.33
412,191315.31,49001.195,-142314.11,-174608.61
413,190219.34,48896.863,-141322.48,-173390.08
414,191411.48,48859.74,-142551.75,-174806.28
415,190313.53,49597.953,-140715.58,-173526.97
416,190554.98,48778.89,-141776.1,-173886.19
417,190331.03,48934.258,-141396.78,-173437.22
418,190589.34,49361.273,-141228.08,-173735.62
419,190484.06,49048.918,-141435.14,-173676.42
420,190379.56,48752.4,-141627.16,-173595.7
421,190523.94,48942.676,-141581.27,-173720.69
422,190255.72,48731.332,-141524.39,-173394.72
423,190460.72,48633.24,-141827.48,-173791.44
424,190626.02,48619.496,-142006.52,-173829.02
425,190356.78,49268.375,-141088.4,-173372.94
426,190344.36,49085.473,-141258.89,-173547.73
427,190780.19,50214.305,-140565.88,-173729.2
428,190259.69,49175.535,-141084.16,-173251.03
429,190491.38,49001.207,-141490.17,-173702.6
430,190413.6,48184.82,-142228.78,-173596.78
431,190811.97,48547.67,-142264.3,-174083.94
432,190256.5,48849.445,-141407.05,-173432.9
433,189989.98,48943.016,-141046.97,-173052.77
434,190230.62,48169.21,-142061.4,-173585.39
435,190163.84,48595.57,-141568.28,-173210.61
436,190220.19,48761.71,-141458.47,-173310.8
437,190404.88,48161.62,-142243.25,-173713.47
438,190215.48,49211.652,-141003.83,-173318.52
439,190240.31,49355.07,-140885.23,-173344.61
440,190235.39,49656.41,-140578.98,-173112.89
441,190346.72,48886.305,-141460.4,-173587.27
442,190793.03,48919.266,-141873.77,-173872.25
443,190348.33,49753.598,-140594.73,-173264.44
444,190062.98,49498.06,-140564.92,-173027.17
445,189939.39,48503.535,-141435.86,-173107.14
446,189956.75,48719.0,-141237.75,-173026.08
447,190280.3,48422.39,-141857.9,-173531.75
448,190048.78,49179.168,-140869.61,-172973.1
449,190222.23,48640.734,-141581.5,-173311.03
450,190167.61,49301.027,-140866.58,-173263.9
451,189874.78,49862.97,-140011.81,-172634.72
452,190255.83,48775.73,-141480.1,-173233.81
453,190343.97,49772.215,-140571.75,-173152.69
454,190109.25,48980.06,-141129.19,-173041.16
455,189686.53,48525.523,-141161.0,-172600.19
456,190279.4,48605.508,-141673.9,-173365.48
457,189797.4,49764.59,-140032.81,-172596.52
458,190451.33,48239.66,-142211.67,-173612.22
459,189977.53,48148.84,-141828.69,-173094.75
460,189864.97,48704.008,-141160.97,-172822.72
461,189826.72,49267.9,-140558.81,-172750.81
462,189645.5,49320.332,-140325.17,-172548.86
463,189931.42,48627.996,-141303.42,-173025.47
464,189932.12,48558.715,-141373.4,-172918.38
465,189771.62,49167.28,-140604.34,-172615.4
466,190271.56,48426.023,-141845.55,-173269.77
467,189999.83,49297.777,-140702.05,-172990.28
468,189842.28,48669.152,-141173.12,-172726.78
469,190198.97,49041.63,-141157.34,-173188.0
470,189977.69,49615.86,-140361.83,-172731.53
471,189994.25,49562.17,-140432.08,-172924.14
472,189745.1,49195.285,-140549.81,-172740.14
473,189762.08,48334.562,-141427.52,-172791.34
474,189776.78,48474.066,-141302.72,-172634.53
475,190036.7,48624.42,-141412.28,-173025.88
476,189924.42,49138.41,-140786.02,-172749.61
477,190129.75,48879.633,-141250.12,-173040.2
478,189999.25,49505.008,-140494.25,-172901.53
479,189741.2,49376.11,-140365.1,-172575.81
480,189439.16,48600.246,-140838.9,-172326.94
481,189836.06,49432.22,-140403.84,-172737.25
482,189565.12,48946.91,-140618.22,-172382.92
483,190140.31,49627.766,-140512.55,-172947.72
484,189856.48,48438.785,-141417.7,-172750.14
485,190012.14,49908.99,-140103.16,-172676.78
486,190436.03,48973.492,-141462.53,-173474.47
487,189699.61,48867.785,-140831.83,-172645.34
488,189525.45,48083.613,-141441.84,-172528.02
489,189783.69,48487.02,-141296.67,-172701.73
490,189449.44,48797.445,-140652.0,-172377.5
491,189738.9,49858.06,-139880.84,-172507.3
492,189830.22,49006.625,-140823.6,-172638.1
493,189426.58,49010.863,-140415.72,-172166.34
494,189679.8,49460.44,-140219.36,-172286.34
495,189510.53,49846.273,-139664.25,-172062.58
496,189545.8,48956.543,-140589.25,-172561.25
497,189492.31,48741.168,-140751.14,-172258.55
498,189691.33,49702.81,-139988.52,-172440.67
499,189718.03,49814.523,-139903.52,-172378.75
